# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Dec 12 06:38:26 2025
#
# CONSTRAINT:  where (default_flag >0
# CONSTRAINT:  and disc_facility like '%Kepler%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
KIC 8121913 b,KIC 8121913,1,1,1,Orbital Brightness Modulation,2021,Kepler,Published Confirmed,0,<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A...9L/abstract target=ref>Lillo-Box et al. 2021</a>,3.29460100000,,,,667.43965470,2.10000000,Msini,,,,0,<a refstr=LILLO_BOX_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...654A...9L/abstract target=ref>Lillo-Box et al. 2021</a>,,5975.30,2.233000,1.456000,0.2520,[Fe/H],3.896000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h55m52.27s,298.9677981,+43d54m33.76s,43.9093780,707.30300000,12.3800000,10.7630000,12.3034000,2021-08-10,2021-10,2021-08-10
KIC 8540376 b,KOI-7892,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,31.80990000000,,4.10000000,0.36577750,,,,,,,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,,6474.00,1.260000,1.040000,-0.1600,[Fe/H],4.310000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m30.61s,282.3775397,+44d41m40.45s,44.6945690,1072.30000000,14.4110000,12.9660000,14.2165000,2015-12-24,2015-12,2016-01-05
KIC 8540376 c,KOI-7892,1,1,3,Transit,2015,Kepler,Published Confirmed,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,75.20000000000,,2.40000000,0.21411366,,,,,,,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,,6474.00,1.260000,1.040000,-0.1600,[Fe/H],4.310000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m30.61s,282.3775397,+44d41m40.45s,44.6945690,1072.30000000,14.4110000,12.9660000,14.2165000,2015-12-24,2015-12,2016-01-05
KIC 9663113 b,KIC 9663113,1,1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,572.38470000000,,4.60000000,0.41038451,,,,,,,0,<a refstr=WANG_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...815..127W/abstract target=ref>Wang et al. 2015</a>,,6065.00,1.030000,0.980000,-0.2800,[Fe/H],4.420000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m10.90s,297.0454037,+46d19m43.20s,46.3286653,1594.74000000,14.0270000,12.5020000,13.9075000,2015-12-24,2015-12,2016-01-05
KOI-12 b,KOI-12,1,1,2,Transit,2015,Kepler,Published Confirmed,0,<a refstr=MASUDA_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...64M/abstract target=ref>Masuda 2017</a>,17.85518200000,0.1540000000,13.78707000,1.23000000,349.61300000,1.10000000,Mass,0.340000,,,1,<a refstr=MASUDA_2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154...64M/abstract target=ref>Masuda 2017</a>,,,1.400000,1.500000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m48.90s,297.4537402,+41d00m39.67s,41.0110188,399.39800000,11.5100000,10.2340000,11.2535000,2019-11-01,2017-08,2019-11-07
KOI-1257 b,KOI-1257,1,2,1,Transit,2014,Kepler,Published Confirmed,0,<a refstr=SANTERNE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..37S/abstract target=ref>Santerne et al. 2014</a>,86.64766100000,0.3820000000,10.54000000,0.94000000,460.83000000,1.45000000,Mass,0.772000,,511.00,0,<a refstr=SANTERNE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...571A..37S/abstract target=ref>Santerne et al. 2014</a>,G5 V,5520.00,1.130000,0.990000,0.2700,[Fe/H],4.320000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m54.02s,291.2250888,+44d55m38.25s,44.9272918,,14.8180000,12.7260000,14.6419000,2014-06-25,2014-06,2014-06-25
KOI-13 b,KOI-13,1,3,1,Transit,2011,Kepler,Published Confirmed,0,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,1.76358800000,0.0364100000,16.94800800,1.51200000,2949.46240000,9.28000000,Mass,0.000640,,2550.00,1,<a refstr=ESTEVES_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...804..150E/abstract target=ref>Esteves et al. 2015</a>,,7650.00,1.740000,1.720000,0.2000,[Fe/H],4.200000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h07m53.13s,286.9713876,+46d52m05.69s,46.8682463,519.09600000,9.7910000,9.4250000,10.3678000,2015-10-07,2015-05,2015-10-15
KOI-134 b,KOI-134,1,1,2,Transit,2025,Kepler,Published Confirmed,0,<a refstr=NABBIE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250702238N/abstract target=ref>Nabbie et al. 2025</a>,67.12770000000,0.3630000000,12.03844527,1.07400000,346.43296363,1.09000000,Mass,0.160000,45.0000,659.00,1,<a refstr=NABBIE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250702238N/abstract target=ref>Nabbie et al. 2025</a>,F9V,6160.00,1.667000,1.407000,0.4270,[Fe/H],4.110000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m20.78s,295.5865980,+45d21m53.77s,45.3649371,1159.21000000,13.7730000,12.3220000,13.6323000,2025-07-17,2025-06,2025-07-17
KOI-134 c,KOI-134,1,1,2,Transit Timing Variations,2025,Kepler,Published Confirmed,0,<a refstr=NABBIE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250702238N/abstract target=ref>Nabbie et al. 2025</a>,33.95000000000,0.2305000000,,,69.92224954,0.22000000,Mass,0.240000,,,0,<a refstr=NABBIE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250702238N/abstract target=ref>Nabbie et al. 2025</a>,F9V,6160.00,1.667000,1.407000,0.4270,[Fe/H],4.110000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m20.78s,295.5865980,+45d21m53.77s,45.3649371,1159.21000000,13.7730000,12.3220000,13.6323000,2025-07-17,2025-06,2025-07-17
KOI-142 b,KOI-142,1,1,3,Transit,2013,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,10.91647000000,,3.43800000,0.30671782,9.50000000,0.03000000,Mass,0.055610,,,1,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,,5466.00,0.897000,0.990000,0.2700,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,376.86300000,13.2090000,11.4540000,13.1048000,2020-05-28,2020-05,2020-06-04
KOI-142 c,KOI-142,1,1,3,Transit Timing Variations,2013,Kepler,Published Confirmed,0,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,22.26492000000,,,,214.10000000,0.67400000,Mass,0.057240,,,0,<a refstr=WEISS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..242W/abstract target=ref>Weiss et al. 2020</a>,,5466.00,0.897000,0.990000,0.2700,[Fe/H],,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h24m35.54s,291.1481028,+40d40m09.89s,40.6694130,376.86300000,13.2090000,11.4540000,13.1048000,2020-05-28,2020-05,2020-06-04
KOI-1599.01,KOI-1599,1,1,2,Transit,2019,Kepler,Published Confirmed,0,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,20.44150000000,0.1472800000,1.90000000,0.16950665,4.60000000,0.01447315,Mass,0.014000,,,1,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,,,0.972000,1.020000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.64000000,14.7950000,13.2380000,14.8540000,2019-05-20,2019-06,2019-05-23
KOI-1599.02,KOI-1599,1,1,2,Transit,2019,Kepler,Published Confirmed,0,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,13.60880000000,0.1122930000,1.90000000,0.16950665,9.00000000,0.02831702,Mass,0.011400,,,1,<a refstr=PANICHI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.4601P/abstract target=ref>Panichi et al. 2019</a>,,,0.972000,1.020000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.64000000,14.7950000,13.2380000,14.8540000,2019-05-20,2019-06,2019-05-23
KOI-1783.01,KOI-1783,1,1,2,Transit,2020,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,134.46280000000,,8.86000000,0.79043626,71.00000000,0.22338986,Mass,0.000000,5.7000,,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5922.00,1.143000,1.076000,0.1100,[Fe/H],4.300000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m21.95s,289.3414629,+46d59m17.36s,46.9881550,865.73000000,13.9780000,12.6210000,13.9061000,2020-05-01,2020-03,2020-05-07
KOI-1783.02,KOI-1783,1,1,2,Transit,2020,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,284.21500000000,,5.44000000,0.48532429,15.00000000,0.04719504,Mass,0.000000,2.4900,,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5922.00,1.143000,1.076000,0.1100,[Fe/H],4.300000,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h17m21.95s,289.3414629,+46d59m17.36s,46.9881550,865.73000000,13.9780000,12.6210000,13.9061000,2020-05-04,2020-03,2020-05-07
KOI-1831 d,Kepler-324,1,1,4,Transit,2021,Kepler,Published Confirmed,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,34.16900000000,,1.13000000,0.10081202,2.23000000,0.00701636,Mass,,,475.00,0,<a refstr=JONTOF_HUTTER_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161..246J/abstract target=ref>Jontof-Hutter et al. 2021</a>,,5233.00,0.835000,0.901000,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m53.15s,286.4714473,+49d38m56.74s,49.6490933,501.57400000,14.2220000,12.2910000,14.0909000,2021-06-11,2021-05,2021-06-11
